,Unnamed: 0,Preço,Localização,Área Terreno (m2),Quartos,Casas de Banho,Área Útil (m2),Estacionamento,Certificado Energético,Piso,Elevador,Frações,Pisos,Área Bruta Construção (m2),Área Habitação (m2),Área Implantação (m2),Viabilidade Construção,Vedado
13087,13087,290.000,"Arca d´ Água, Porto",,3,3,103,1,,3,,,,,,,,
13088,13088,,"Silvares, Pias, Nogueira e Alvarenga, Lousada",,2-3,1-3,68-193,1,,1,,0,0,,,,,
13089,13089,,"Esmoriz, Ovar",,1-3,1-2,43-88,1,,2-3,,0-19,3-4,,,,,
13090,13090,55.000,"Quintiães e Aguiar, Braga",4628,,,32,,,,,,,,,,,
13091,13091,200.000,"Água de Pau, Ilha de São Miguel",163,3,3,298,,,,,,,,,,,
13092,13092,50.000,"Peneda-Gerês, Ponte da Barca",389,,,130,,,,,,,,,,,
13093,13093,550.000,"São Brás de Alportel, Faro",1870,4,2,217,2,,,,,,,,,,
13094,13094,330.000,"Santa Maria Maior, Viana do Castelo",,4,2,99,0,,,,,,,,,,
13095,13095,590.000,"Ponta Delgada (São Sebastião), Ilha de São Miguel",10380,4,3,314,4,,,,,,,,,,
13096,13096,596.000,"Avenidas Novas, Lisboa",,3,2,96,,,5,,,,,,,,
13097,13097,,"Alpendorada, Várzea e Torrão, Marco de Canaveses",234-480,3,3,194-225,1,,,,0,2,220-265,,110-155,,
13098,13098,Sob Consulta,"Silvalde, Espinho",640,4,4,158,2,,,,,,,,,,
13099,13099,27.000,"Seia, São Romão e Lapa dos Dinheiros, Guarda",50,3,1,25,,,,,,,,,,,
13100,13100,92.500,"Caxarias, Santarém",,2,1,78,,,,,,,,,,,
13101,13101,74.000,"Caxarias, Santarém",,1,1,63,1,,,,,,,,,,
13102,13102,,"Árvore, Vila do Conde",75,2-3,2,101-122,1-2,,2,,0,0-3,,,,,
13103,13103,199.900,"Ponta Delgada (São José), Ilha de São Miguel",138,6,2,259,,,,,,,,,,,
13104,13104,Sob Consulta,"São Vicente Ferreira, Ilha de São Miguel",,4,3,198,2,,1,,,,,,,,
13105,13105,169.000,"Cervos, Vila Real",1400,3,1,148,3,,,,,,,,,,
13106,13106,180.000,"Caxarias, Santarém",104,3,1,187,,,,,,,,,,,
13107,13107,130.000,"Bacelo e Senhora da Saúde, Évora",,4,1,79,,,3,,,,,,,,
13108,13108,Sob Consulta,"Rabo de Peixe, Ilha de São Miguel",437,4,2,238,2,,,,,,,,,,
13109,13109,61.500,"Basto (São Clemente), Braga",16000,4,1,167,,,,,,,,,,,
13110,13110,Sob Consulta,"Ruivães e Novais, Braga",520,3,2,180,3,,,,,,,,,,
13111,13111,43.500,"Covas, Viana do Castelo",430,2,1,121,2,,,,,,,,,,
13112,13112,60.000,"Sever, Viseu",120,2,1,90,1,,,,,,,,,,
13113,13113,745.000,"Barão São Miguel, Vila do Bispo",29260,3,3,200,4,,,,,,,,,,
13114,13114,240.000,"Centro Histórico, Évora",88,2,1,88,,,,,,,,,,,
13115,13115,137.500,"Nossa Senhora da Piedade, Santarém",2780,5,2,144,1,,,,,,,,,,
13116,13116,285.000,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro",231,3,3,162,2,,,,,,,,,,
13117,13117,280.000,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro",231,3,3,162,2,,,,,,,,,,
13118,13118,280.000,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro",231,3,3,162,2,,,,,,,,,,
13119,13119,290.000,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro",231,3,3,162,2,,,,,,,,,,
13120,13120,Sob Consulta,"Fafe, Fafe",2301,3,2,180,1,,,,,,,,,,
13121,13121,250.000,"Mozelos, Viana do Castelo",720,5,4,200,,,,,,,,,,,
13122,13122,55.000,"Urqueira, Santarém",1000,3,1,130,0,,,,,,,,,,
13123,13123,Sob Consulta,"Fafe, Fafe",2250,2,1,72,,,,,,,,,,,
13124,13124,180.000,"Amoreiras, Lisboa",,1,1,42,,,-1,,,,,,,,
13125,13125,160.000,"Senhora da Encarnação, Figueira da Foz",,1,1,100,1,,3,,,,,,,,
13126,13126,47.000,"Silvã de Cima, Sátão",144,3,2,86,0,,,,,,,,,,
13127,13127,62.500,"Vale da Amoreira, Moita",,4,2,90,,,3,,,,,,,,
13128,13128,208.000,"Chousa Velha, Ílhavo",208,4,2,167,1,,,,,,,,,,
13129,13129,Sob Consulta,"Antas, Porto",,4,3,162,2,,2,,,,,,,,
13130,13130,70.000,"Ferreira de Aves, Sátão",87,3,2,100,,,,,,,,,,,
13131,13131,380.000,"Campo e Sobrado, Porto",1009,4,3,200,2,,,,,,,,,,
13132,13132,160.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,2,2,101,1,,3,,,,,,,,
13133,13133,175.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,3,2,112,1,,3,,,,,,,,
13134,13134,150.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,1,1,70,1,,3,,,,,,,,
13135,13135,220.000,"2º fase, Sintra",,2,1,88,,,,,,,,,,,
13136,13136,110.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,1,1,56,1,,3,,,,,,,,
13137,13137,280.000,"Cacém e São Marcos, Lisboa",,2,2,111,1,,,,,,,,,,
13138,13138,180.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,2,2,101,1,,2,,,,,,,,
13139,13139,175.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,3,2,112,1,,2,,,,,,,,
13140,13140,115.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,1,1,70,1,,2,,,,,,,,
13141,13141,105.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,1,1,56,1,,2,,,,,,,,
13142,13142,175.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,2,2,101,1,,1,,,,,,,,
13143,13143,165.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,3,2,112,1,,1,,,,,,,,
13144,13144,110.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,1,1,70,1,,1,,,,,,,,
13145,13145,100.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,1,1,56,1,,1,,,,,,,,
13146,13146,175.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,2,2,93,1,,0,,,,,,,,
13147,13147,180.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,3,2,112,1,,0,,,,,,,,
13148,13148,120.000,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Porto",,1,1,70,1,,0,,,,,,,,
13149,13149,84.000,"Nossa Senhora das Misericórdias, Santarém",215,3,1,167,2,,,,,,,,,,
13150,13150,95.000,"Santo Tirso, Santo Tirso",,1,1,56,1,,0,,,,,,,,
13151,13151,475.000,"Cidade da Maia, Porto",422,4,4,283,3,,,,,,,,,,
13152,13152,800.000,"Igreja Nova, Mafra, Mafra",4783,4,3,300,3,,,,,,,,,,
13153,13153,320.000,"Seia, Seia",3250,6,6,400,4,,,,,,,,,,
13154,13154,,"Abragão, Penafiel",313-514,3,3,212,1,,,,0,2,,,,,
13155,13155,66.000,"Bouro (Santa Marta), Braga",228,1,1,110,,,,,,,,,,,
13156,13156,90.000,"Valezim, Guarda",,4,2,187,1,,,,,,,,,,
13157,13157,179.950,"Mafra Periferia, Mafra",135,5,1,118,0,,,,,,,,,,
13158,13158,599.000,"Moledo e Cristelo, Viana do Castelo",1224,4,4,224,,,2,,,,,,,,
13159,13159,230.000,"Carapalha, Castelo Branco",160,3,2,122,4,,0,,,,,,,,
13160,13160,120.000,"Alfena, Porto",240,3,1,70,0,,,,,,,,,,
13161,13161,72.500,"Grilo, Porto",2750,1,,51,,,,,,,,,,,
13162,13162,190.000,"Arca d´ Água, Porto",34,4,2,107,0,,,,,,,,,,
13163,13163,250.000,"Salir, Faro",5933,6,3,245,,,,,,,,,,,
13164,13164,85.000,"Sopo, Viana do Castelo",760,2,2,,,,,,,,,,,,
13165,13165,55.000,"Montesinho, Bragança",150,,,150,,,,,,,,,,,
13166,13166,150.000,"Campanhã, Porto",10,1,1,40,0,,,,,,,,,,
13167,13167,325.000,"Amial, Porto",117,3,2,104,1,,,,,,,,,,
13168,13168,140.000,"Azevedo de Campanhã - Areias, Porto",377,4,4,317,,,1,,,,,,,,
13169,13169,280.000,"OAZ - 2, Oliveira de Azeméis",231,3,3,162,2,,,,,,,,,,
13170,13170,87.000,"Areias e Pias, Santarém",1560,2,1,125,,,,,,,,,,,
13171,13171,Sob Consulta,"Pico da Pedra, Ilha de São Miguel",350,3,1,80,1,,,,,,,,,,
13172,13172,65.000,"Mangualde, Mangualde",30,2,2,60,,,,,,,,,,,
13173,13173,,"São Martinho, Funchal",,2,2,106,2,,1,,0,5,,,,,
13174,13174,395.000,"Manta Rota, Vila Real de Santo António",139,5,3,144,,,,,,,,,,,
13175,13175,500.000,"Santa Cruz/Trindade e Sanjurge, Vila Real",1650,4,4,334,2,,,,,,,,,,
13176,13176,530.000,"Oliveira do Douro, Vila Nova de Gaia",,3,4,227,1,,,,,,,,,,
13177,13177,32.000,"Maceira, Leiria",190,,,45,,,,,,,,,,,
13178,13178,30.000,"Miranda, Viana do Castelo",90,,,50,,,,,,,,,,,
13179,13179,169.000,"Pombais, Odivelas",,2,1,65,,,3,,,,,,,,
13180,13180,130.000,"Miranda, Viana do Castelo",1096,,,176,,,,,,,,,,,
13181,13181,67.000,"Forno Telheiro, Celorico da Beira",,2,2,80,1,,,,,,,,,,
13182,13182,375.000,"Oliveirinha, Aveiro",2307,4,3,138,2,,,,,,,,,,
13183,13183,12.000,"Roge, Aveiro",28,,,56,,,,,,,,,,,
13184,13184,94.000,"Ferreira de Aves, Viseu",120,3,2,82,2,,,,,,,,,,
13185,13185,310.000,"Lufrei, Porto",816,3,,128,1,,,,,,,,,,
13186,13186,370.000,"Sabacheira, Santarém",2245,6,4,493,3,,,,,,,,,,
13187,13187,515.000,"Caldas da Rainha, Caldas da Rainha",876,4,3,266,2,,,,,,,,,,
13188,13188,,"São Félix da Marinha, Vila Nova de Gaia",143,3,3,145,2,,,,0,4,,,,,
13189,13189,499.000,"Santo André / Parque da Cidade, Barreiro",480,5,4,272,8,,,,,,,,,,
13190,13190,40.000,"Zebreira, Idanha-a-Nova",,3,1,80,,,,,,,,,,,
13191,13191,108.000,"Campanhã, Porto",90,2,,94,,,,,,,,,,,
13192,13192,68.500,"Basto (São Clemente), Braga",15396,2,1,75,,,,,,,,,,,
13193,13193,850.000,"Vila Nogueira de Azeitão, Setúbal",541,4,3,180,4,,,,,,,,,,
13194,13194,285.000,"Peniche, Peniche",,3,2,107,1,,1,,,,,,,,
13195,13195,140.000,"Campeã, Vila Real",,3,1,115,6,,,,,,,,,,
13196,13196,Sob Consulta,"Moledo e Cristelo, Viana do Castelo",863,5,3,100,,,,,,,,,,,
13197,13197,135.000,"Cernache, Coimbra",60,2,1,124,,,,,,,,,,,
13198,13198,315.000,"Fontainhas, Moita",60,5,4,26460,2,,,,,,,,,,
13199,13199,60.000,"Silgueiros, Viseu",187,,,,,,,,,,,,,,
13200,13200,200.000,"Braga (Maximinos, Sé e Cividade), Braga",,2,2,120,1,,0,,,,,,,,
13201,13201,,"Apúlia e Fão, Esposende",,2-3,1-3,75-194,1-2,,2,,0,1-2,102-231,,,,
13202,13202,38.000,"Medrões, Vila Real",2073,2,1,45,,,,,,,,,,,
13203,13203,197.000,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro",,3,2,117,2,,1,,,,,,,,
13204,13204,145.000,"Campo, Viseu",320,4,2,96,2,,,,,,,,,,
13205,13205,96.000,"Saboia, Odemira",116,2,1,170,,,,,,,,,,,
13206,13206,Sob Consulta,"Serra da Estrela, Manteigas",,2,3,108,,,,,,,,,,,
13207,13207,,"Braga (Maximinos, Sé e Cividade), Braga",,3,2,129-137,1,,6,,1,1,129-137,,,,
13208,13208,Sob Consulta,"Candoso São Tiago e Mascotelos, Braga",2224,3,3,334,3,,,,,,,,,,
13209,13209,269.000,"Santa Maria Maior, Vila Real",560,5,4,198,3,,,,,,,,,,
13210,13210,Sob Consulta,"Lufrei, Porto",,2,,,0,,,,,,,,,,
13211,13211,450.000,"Mioma, Viseu",5250,4,4,246,5,,,,,,,,,,
13212,13212,250.000,"Matosinhos, Matosinhos",,4,2,97,,,2,,,,,,,,
13213,13213,330.500,"Madalena, Ilha do Pico",5500,5,1,200,3,,2,,,,,,,,
13214,13214,212.000,"Samora Correia, Santarém",,2,2,,,,,,,,,,,,
13215,13215,Sob Consulta,"Fajã de Baixo, Ilha de São Miguel",,3,1,114,,,3,,,,,,,,
13216,13216,205.000,"Lufrei, Porto",,3,,,0,,,,,,,,,,
13217,13217,Sob Consulta,"Lufrei, Porto",,3,,,0,,,,,,,,,,
13218,13218,,"Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo",,1,1,45,0,,2,,8,4,45-47,,,,
13219,13219,190.000,"Perafita, Matosinhos",296,,,192,2,,,,,,,,,,
13220,13220,330.000,"Santa Cruz/Trindade e Sanjurge, Vila Real",483,4,4,163,2,,,,,,,,,,
13221,13221,270.000,"Gafanha da Nazaré, Ílhavo",,5,3,182,2,,,,,,,,,,
13222,13222,246.000,"Vilar de Nantes, Vila Real",414,4,3,177,3,,,,,,,,,,
13223,13223,335.000,"Palmela, Setúbal",,3,2,117,2,,1,,,,,,,,
13224,13224,53.000,"Seia, São Romão e Lapa dos Dinheiros, Guarda",,3,2,91,1,,,,,,,,,,
13225,13225,335.000,"Palmela, Setúbal",,3,3,117,2,,1,,,,,,,,
13226,13226,355.000,"Palmela, Setúbal",,3,3,117,2,,2,,,,,,,,
13227,13227,345.000,"Palmela, Palmela",,3,3,117,2,,3,,,,,,,,
13228,13228,1.050.000,"Loulé (São Sebastião), Faro",2958,3,3,244,1,,,,,,,,,,
13229,13229,170.000,"Alvarenga, Aveiro",2149,3,2,103,3,,,,,,,,,,
13230,13230,250.000,"Gulpilhares e Valadares, Porto",718,3,,155,2,,,,,,,,,,
13231,13231,1.250.000,"Monte, Ilha da Madeira",3620,4,5,360,8,,,,,,,,,,
13232,13232,,"Matosinhos e Leça da Palmeira, Matosinhos",,1,3,73,1,,3,,0,4,,,,,
13233,13233,380.000,"Antas, Porto",,3,4,159,1,,0,,,,,,,,
13234,13234,395.000,"Loivo, Viana do Castelo",749,4,4,257,2,,,,,,,,,,
13235,13235,50.000,"Lavandeira O. Bairro, Oliveira do Bairro",347,1,,40,,,,,,,,,,,
13236,13236,Sob Consulta,"Valongo do Vouga, Aveiro",1843,3,1,192,1,,,,,,,,,,
13237,13237,110.000,"Vila Garcia, Aboim e Chapa, Porto",1313,3,,172,,,,,,,,,,,
13238,13238,510.000,"Seixas, Viana do Castelo",1326,4,4,125,,,,,,,,,,,
13239,13239,135.000,"Válega, Ovar",1900,4,2,125,1,,,,,,,,,,
13240,13240,95.000,"Freixianda, Ribeira do Fárrio e Formigais, Santarém",,3,2,108,,,1,,,,,,,,
13241,13241,35.000,"Carregueiros, Santarém",470,,,81,,,,,,,,,,,
13242,13242,595.000,"Canidelo, Porto",467,4,4,223,4,,,,,,,,,,
13243,13243,295.000,"Bolfiar, Águeda",3160,4,,428,1,,,,,,,,,,
13244,13244,Sob Consulta,"Amial, Porto",,1,1,74,1,,0,,,,,,,,
13245,13245,37.000,"Freixianda, Ribeira do Fárrio e Formigais, Santarém",4607,3,1,82,2,,,,,,,,,,
13246,13246,298.000,"Brandoa, Amadora",,3,2,89,,,1,,,,,,,,
13247,13247,,"Conceição e Cabanas de Tavira, Tavira",,1-3,1-2,56-97,1-2,,1,,26,3,,,,,
13248,13248,165.000,"Cidade Sol, Barreiro",,3,2,75,1,,5,,,,,,,,
13249,13249,212.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,4,2,102,1,,2,,,,,,,,
13250,13250,700.000,"Antas, Porto",,5,3,193,1,,10,,,,,,,,
13251,13251,165.000,"Vila Nova de Famalicão e Calendário, Braga",,3,2,114,1,,3,,,,,,,,
13252,13252,395.000,"Valongo, Porto",912,10,2,389,,,,,,,,,,,
13253,13253,80.000,"Cepões, Meijinhos e Melcões, Viseu",180,4,1,99,,,,,,,,,,,
13254,13254,100.000,"São Barnabé, Beja",73,2,1,66,1,,,,,,,,,,
13255,13255,155.000,"Rio Tinto - Estação, Gondomar",,1,1,70,1,,1,,,,,,,,
13256,13256,47.500,"São Sebastião, Santarém",775,2,1,,,,,,,,,,,,
13257,13257,175.000,"Laranjeiro, Almada",709,3,2,85,,,0,,,,,,,,
13258,13258,211.500,"Entre Serras, Abrantes",,12,12,442,,,,,,,,,,,
13259,13259,169.900,"Laranjeiro, Almada",709,3,2,85,,,1,,,,,,,,
13260,13260,190.000,"São Salvador, Ílhavo",,3,2,112,,,2,,,,,,,,
13261,13261,Sob Consulta,"Afonso Vicente, Alcoutim",22,3,1,47,1,,,,,,,,,,
13262,13262,114.500,"Cerieira, Almada",300,3,1,146,3,,0,,,,,,,,
13263,13263,250.000,"Curalha, Vila Real",,5,4,219,4,,,,,,,,,,
13264,13264,170.000,"S. Mamede Infesta, Matosinhos",,3,1,100,1,,2,,,,,,,,
13265,13265,700.000,"Campanhã, Porto",765,4,3,,,,,,,,,,,,
13266,13266,450.000,"Facha, Ponte de Lima",1576,7,4,244,4,,,,,,,,,,
13267,13267,40.000,"Alcongosta, Castelo Branco",30,2,1,72,1,,,,,,,,,,
13268,13268,250.000,"SPC 1, Gondomar",270,4,2,468,3,,,,,,,,,,
13269,13269,25.000,"Oliveira de Fazemão, Tábua",108,,0,108,0,,,,,,,,,,
13270,13270,120.000,"Avintes, Vila Nova de Gaia",481,,,218,,,,,,,,,,,
13271,13271,22.500,"Teixeira e Teixeiró, Porto",143,,1,40,,,,,,,,,,,
13272,13272,77.500,"Almeirim, Almeirim",335,3,,103,,,,,,,,,,,
13273,13273,138.000,"Povoação, Ilha de São Miguel",,2,2,132,,,,,,,,,,,
13274,13274,49.500,"Várzea da Ovelha e Aliviada, Marco de Canaveses",1875,1,,45,,,,,,,,,,,
13275,13275,130.000,"Nossa Senhora das Misericórdias, Santarém",812,2,1,50,,,,,,,,,,,
13276,13276,30.000,"Nossa Senhora das Misericórdias, Santarém",50,2,1,35,,,,,,,,,,,
13277,13277,225.000,"Pena, Cantanhede",965,5,3,279,4,,,,,,,,,,
13278,13278,540.000,"Monte, Ilha da Madeira",427,3,4,189,10,,,,,,,,,,
13279,13279,299.500,"Moita, Setúbal",11485,3,1,70,3,,,,,,,,,,
13280,13280,,"Viseu, Viseu",,3-4,3,155-189,1,,3,,0,0,,,,,
13281,13281,55.000,"Alcongosta, Castelo Branco",30,0,,100,1,,,,,,,,,,
13282,13282,105.000,"Nine, Braga",340,3,2,80,2,,,,,,,,,,
13283,13283,220.000,"Campo de Ourique, Lisboa",,3,1,86,,,2,,,,,,,,
13284,13284,329.000,"Mesão Frio, Braga",2000,3,2,184,3,,,,,,,,,,
13285,13285,185.000,"Selho (São Cristóvão), Braga",139,3,2,82,3,,0,,,,,,,,
13286,13286,,"Ponta Delgada (São Pedro), Ponta Delgada",,2-3,2-3,109-376,1,,3,,0,0-3,,,,,
13287,13287,Sob Consulta,"Paredes, Porto",704,3,1,140,1,,,,,,,,,,
13288,13288,520.000,"A4 - Quinta de Espírito Santo, Vila Nova de Gaia",389,4,6,221,2,,,,,,,,,,
13289,13289,369.000,"Mesão Frio, Braga",1108,4,4,173,3,,,,,,,,,,
13290,13290,67.000,"Castro Daire, Viseu",,6,,71,,,,,,,,,,,
13291,13291,739.000,"Carcavelos e Parede, Lisboa",145,3,3,145,,,,,,,,,,,
13292,13292,25.000,"Alcongosta, Castelo Branco",70,0,,210,,,,,,,,,,,
13293,13293,72.000,"Borba (Matriz), Évora",,4,2,120,,,,,,,,,,,
13294,13294,9.900,"Aldeia de Joanes, Fundão",,0,,49,,,,,,,,,,,
13295,13295,Sob Consulta,"Gondifelos, Cavalões e Outiz, Braga",430,4,5,245,4,,,,,,,,,,
13296,13296,319.000,"Vila Boa de Quires e Maureles, Porto",1180,4,3,175,8,,,,,,,,,,
13297,13297,67.500,"Correias, Rio Maior",550,2,,51,,,,,,,,,,,
13298,13298,60.000,"Fragosela, Viseu",290,,,142,,,,,,,,,,,
13299,13299,169.900,"Laranjeiro, Almada",,2,1,64,,,2,,,,,,,,
13300,13300,Sob Consulta,"São Vicente Ferreira, Ilha de São Miguel",,2,2,93,2,,,,,,,,,,
13301,13301,195.000,"São Vicente Ferreira, Ilha de São Miguel",,2,2,100,2,,,,,,,,,,
13302,13302,72.000,"Flamengos, Ilha do Faial",150,3,1,90,1,,,,,,,,,,
13303,13303,Sob Consulta,"São Vicente Ferreira, Ilha de São Miguel",,2,2,94,2,,,,,,,,,,
13304,13304,175.000,"São Vicente Ferreira, Ilha de São Miguel",,2,1,92,2,,,,,,,,,,
13305,13305,Sob Consulta,"São Vicente Ferreira, Ilha de São Miguel",,2,1,93,2,,,,,,,,,,
13306,13306,48.000,"Corte Gago, Castro Marim",2388,,,40,,,,,,,,,,,
13307,13307,129.500,"Senhora da Hora, Matosinhos",,1,1,52,,,0,,,,,,,,
13308,13308,1.350.000,"Magoito, Sintra",3800,4,5,350,2,,,,,,,,,,
13309,13309,110.000,"Lordelo, Porto",190,3,2,127,1,,0,,,,,,,,
13310,13310,Sob Consulta,"Polo Universitário, Porto",,1,1,43,1,,1,,,,,,,,
13311,13311,Sob Consulta,"Lagoa (Santa Cruz), Ilha de São Miguel",,2,1,72,,,0,,,,,,,,
13312,13312,Sob Consulta,"Ribeira Grande (Matriz), Ilha de São Miguel",210,,,208,,,,,,,,,,,
13313,13313,Sob Consulta,"Rosto do Cão (São Roque), Ilha de São Miguel",246,3,1,62,1,,,,,,,,,,
13314,13314,75.000,"Romeira, Santarém",8160,,,137,,,,,,,,,,,
13315,13315,55.000,"Madeiras, Vila Nova da Barquinha",342,2,1,58,,,,,,,,,,,
13316,13316,65.000,"Galachos, Alcoutim",521,,,144,,,,,,,,,,,
13317,13317,470.000,"Esposende, Esposende",640,5,2,172,1,,,,,,,,,,
13318,13318,65.000,"Santiago, Guarda",984,6,1,142,1,,,,,,,,,,
13319,13319,17.000,"Almalaguês, Coimbra",206,2,1,80,1,,,,,,,,,,
13320,13320,83.000,"Castanheira de Pêra e Coentral, Leiria",1713,2,,68,,,,,,,,,,,
13321,13321,65.000,"Silva Escura e Dornelas, Aveiro",92,3,1,60,,,,,,,,,,,
13322,13322,Sob Consulta,"Casino, Figueira da Foz",,1,1,60,1,,3,,,,,,,,
13323,13323,670.000,"Circunvalação, Porto",600,4,3,303,2,,,,,,,,,,
13324,13324,8.600,"São Miguel do Outeiro e Sabugosa, Viseu",63,2,,,,,,,,,,,,,
13325,13325,Sob Consulta,"Benfica, Lisboa",,2,2,88,0,,2,,,,,,,,
13326,13326,375.000,"Várzea de Abrunhais, Viseu",13916,3,2,111,1,,,,,,,,,,
13327,13327,Sob Consulta,"Castelo Branco, Castelo Branco",,3,2,69,1,,4,,,,,,,,
13328,13328,,"Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo",,1-3,1-2,62-130,1,,2,,0-5,0-3,78-155,,,,
13329,13329,575.000,"Altura, Castro Marim",450,3,2,89,1,,,,,,,,,,
13330,13330,265.000,"Madorna, Cascais",,2,1,69,,,0,,,,,,,,
13331,13331,169.500,"Cantanhede, Cantanhede",,2,1,112,,,1,,,,,,,,
13332,13332,175.000,"Cantanhede, Cantanhede",,2,1,131,,,0,,,,,,,,
13333,13333,85.000,"Seia, São Romão e Lapa dos Dinheiros, Guarda",,3,2,88,,,3,,,,,,,,
13334,13334,79.900,"Carvoeira e Carmões, Lisboa",250,2,1,46,,,,,,,,,,,
13335,13335,400.000,"Baguim do Monte - Igreja, Gondomar",862,3,3,363,3,,,,,,,,,,
13336,13336,97.000,"Arcozelo, Ponte de Lima",6028,2,1,52,,,,,,,,,,,
13337,13337,145.000,"Gestaçô, Porto",900,5,1,140,1,,,,,,,,,,
13338,13338,Sob Consulta,"Medelo, Braga",525,4,3,120,1,,,,,,,,,,
13339,13339,850.000,"Caparide, Cascais",300,3,4,170,1,,,,,,,,,,
13340,13340,49.900,"Gestaçô, Porto",153,3,2,72,2,,,,,,,,,,
13341,13341,62.500,"Baixa da Banheira, Moita",,1,1,40,,,1,,,,,,,,
13342,13342,,"Marco, Marco de Canaveses",,1-3,1-3,80-166,1,,3,,0,0,,,,,
13343,13343,580.000,"Ruivães e Campos, Braga",270,8,10,464,0,,,,,,,,,,
13344,13344,525.000,"Foros de Amora, Seixal",204,5,4,112,4,,,,,,,,,,
13345,13345,270.000,"Lameiras, Lagoa",4030,2,1,82,,,,,,,,,,,
13346,13346,300.664,"Rio Tinto - Carvalheiras, Gondomar",510,4,3,150,3,,,,,,,,,,
13347,13347,180.000,"Sabugueiro, Guarda",,4,3,90,,,,,,,,,,,
13348,13348,189.000,"Metro Amadora Este, Amadora",,2,1,70,,,0,,,,,,,,
13349,13349,495.000,"Charneca de Caparica e Sobreda, Setúbal",400,4,3,220,1,,,,,,,,,,
13350,13350,295.000,"Arrifes, Ilha de São Miguel",1347,4,3,188,2,,,,,,,,,,
13351,13351,72.500,"Monforte da Beira, Castelo Branco",,4,2,87,,,,,,,,,,,
13352,13352,235.000,"Valongo, Porto",,3,3,128,2,,3,,,,,,,,
13353,13353,79.000,"Cepões, Ponte de Lima",1666,,1,41,,,,,,,,,,,
13354,13354,135.000,"Ílhavo (São Salvador), Aveiro",170,,,260,0,,,,,,,,,,
13355,13355,45.000,"Briteiros Santo Estêvão e Donim, Braga",1454,,,110,,,,,,,,,,,
13356,13356,80.000,"Vila Chã, Codal e Vila Cova de Perrinho, Aveiro",101,4,2,151,,,,,,,,,,,
13357,13357,60.000,"Senharei, Viana do Castelo",3160,6,2,100,1,,,,,,,,,,
13358,13358,105.000,"Fátima, Batalha",1994,3,,50,,,,,,,,,,,
13359,13359,350.000,"Grândola, Grândola",311,4,2,320,1,,,,,,,,,,
13360,13360,,"São Gonçalo de Lagos, Lagos",,2-3,2,135-151,1-2,,1-2,,0,0,173-210,,135-151,,
13361,13361,125.000,"Santa Clara, Ilha de São Miguel",45,2,1,90,,,2,,,,,,,,
13362,13362,82.000,"Trancoso, Trancoso",175,3,3,75,4,,,,,,,,,,
13363,13363,54.500,"Caranguejeira, Leiria",482,2,1,67,4,,,,,,,,,,
13364,13364,198.000,"Santa Clara, Ilha de São Miguel",134,4,2,54,,,,,,,,,,,
13365,13365,30.000,"Travanca de Lagos, Coimbra",60,,,60,,,,,,,,,,,
13366,13366,32.000,"Cepelos, Aveiro",206,3,,131,3,,,,,,,,,,
13367,13367,126.000,"Serzedo e Calvos, Braga",68,3,1,82,2,,1,,,,,,,,
13368,13368,220.000,"Seia, São Romão e Lapa dos Dinheiros, Guarda",250,4,2,157,5,,,,,,,,,,
13369,13369,132.000,"Vale de Santarem, Santarém",350,5,3,140,1,,,,,,,,,,
13370,13370,340.000,"São Vicente, Lisboa",,2,1,67,,,2,,,,,,,,
13371,13371,220.000,"Santo Emilião, Braga",700,8,4,200,0,,,,,,,,,,
