,Unnamed: 0,Preço,Localização,Área Terreno (m2),Quartos,Casas de Banho,Área Útil (m2),Estacionamento,Certificado Energético,Piso,Elevador,Frações,Pisos,Área Bruta Construção (m2),Área Habitação (m2),Área Implantação (m2),Viabilidade Construção,Vedado
13372,13372,189.000,"Venda Nova, Amadora",,2,1,54,,,0,,,,,,,,
13373,13373,345.000,"São Vicente, Lisboa",,2,1,75,0,,0,,,,,,,,
13374,13374,310.000,"São Vicente, Lisboa",,2,1,67,0,,1,,,,,,,,
13375,13375,1.000.000,"Marrazes e Barosa, Leiria",790,6,6,385,2,,,,,,,,,,
13376,13376,265.000,"Recezinhos (São Mamede), Porto",1800,3,2,148,1,,,,,,,,,,
13377,13377,99.000,"Nossa Senhora da Piedade, Santarém",149,5,2,81,0,,,,,,,,,,
13378,13378,Sob Consulta,"Paranhos, Porto",,2,,127,2,,1,,,,,,,,
13379,13379,600.000,"Antas, Porto",182,3,3,261,3,,,,,,,,,,
13380,13380,260.000,"Bairro Alto, Lisboa, Lisboa",,1,1,40,,,1,,,,,,,,
13381,13381,255.000,"Coruche, Coruche",521,5,3,546,,,,,,,,,,,
13382,13382,Sob Consulta,"Pocariça, Cantanhede",540,8,5,501,2,,,,,,,,,,
13383,13383,800.000,"Ribeira Grande (Conceição), Ilha de São Miguel",1050,14,8,1766,,,,,,,,,,,
13384,13384,Sob Consulta,"Capela, Porto",103,3,2,,,,,,,,,,,,
13385,13385,896.000,"Alto do Moinho, Seixal",490,4,4,300,3,,0,,,,,,,,
13386,13386,125.000,"Cercal, Cadaval",46,2,2,81,,,,,,,,,,,
13387,13387,279.000,"Costa da Caparica, Setúbal",,1,1,60,1,,,,,,,,,,
13388,13388,325.000,"Boavista, Porto",,2,2,96,1,,1,,,,,,,,
13389,13389,855.000,"Cristo Rei, Porto",,5,4,246,3,,1,,,,,,,,
13390,13390,Sob Consulta,"Capelas, Ilha de São Miguel",,2,2,78,2,,0,,,,,,,,
13391,13391,Sob Consulta,"Capelas, Ilha de São Miguel",,2,2,81,2,,0,,,,,,,,
13392,13392,65.000,"Vila Verde, Coimbra",1055,4,1,80,1,,,,,,,,,,
13393,13393,18.000,"Pousafoles do Bispo, Pena Lobo e Lomba, Guarda",45,2,,,,,,,,,,,,,
13394,13394,24.000,"Zebreira, Idanha-a-Nova",,1,1,36,,,,,,,,,,,
13395,13395,Sob Consulta,"Rosto do Cão (Livramento), Ilha de São Miguel",,2,1,75,,,,,,,,,,,
13396,13396,285.000,"São Vicente, Lisboa",,2,1,61,1,,2,,,,,,,,
13397,13397,395.000,"Zona 2 Arca, Ponte de Lima",567,3,4,270,3,,,,,,,,,,
13398,13398,35.000,"Parada de Gonta, Viseu",91,4,,,,,,,,,,,,,
13399,13399,280.000,"Gondomar (São Cosme), Valbom e Jovim, Porto",,3,2,,1,,1,,,,,,,,
13400,13400,319.500,"Marvila, Lisboa",480,6,2,84,,,,,,,,,,,
13401,13401,180.000,"Nazaré, Leiria",,2,1,120,2,,0,,,,,,,,
13402,13402,102.500,"Marco, Porto",,3,2,102,1,,2,,,,,,,,
13403,13403,135.000,"Oliveira do Douro, Vila Nova de Gaia",392,4,3,118,2,,,,,,,,,,
13404,13404,75.000,"Urqueira, Santarém",501,3,2,116,2,,,,,,,,,,
13405,13405,58.000,"São Romão e Santiago, Viseu",135,,1,141,,,,,,,,,,,
13406,13406,95.000,"Ribeira, Ponte de Lima",1100,,,47,,,,,,,,,,,
13407,13407,435.000,"Fermentões, Braga",376,3,3,137,2,,,,,,,,,,
13408,13408,95.000,"Mesão Frio (Santo André), Vila Real",,2,1,62,,,3,,,,,,,,
13409,13409,38.500,"Lamarosa, Santarém",88,2,2,88,,,,,,,,,,,
13410,13410,320.000,"Landim, Braga",530,3,,,,,,,,,,,,,
13411,13411,750.000,"Mafra Centro, Mafra",805,8,2,287,,,,,,,,,,,
13412,13412,81.000,"Nisa, Nisa",92,2,1,61,,,,,,,,,,,
13413,13413,Sob Consulta,"Nevogilde, Porto",303,3,3,180,,,,,,,,,,,
13414,13414,26.000,"Penacova, Penacova",,3,1,104,,,,,,,,,,,
13415,13415,25.000,"Tábua, Coimbra",175,3,1,90,,,,,,,,,,,
13416,13416,Sob Consulta,"Constituição, Porto",,1,1,53,,,3,,,,,,,,
13417,13417,320.000,"Rio Tinto - Carvalheiras, Gondomar",210,2,2,150,1,,0,,,,,,,,
13418,13418,265.000,"Alcains, Castelo Branco",255,5,3,228,,,,,,,,,,,
13419,13419,420.000,"Igreja da Memória, Lisboa",,2,2,90,,,1,,,,,,,,
13420,13420,540.000,"Igreja da Memória, Lisboa",,2,2,90,0,,0,,,,,,,,
13421,13421,143.000,"Paivas, Seixal",,3,1,95,,,3,,,,,,,,
13422,13422,Sob Consulta,"Calhariz de Benfica, Lisboa",,3,1,80,,,5,,,,,,,,
13423,13423,Sob Consulta,"Antas e Abade de Vermoim, Braga",581,3,3,,2,,,,,,,,,,
13424,13424,185.000,"Sobrado e Bairros, Aveiro",3440,3,2,164,2,,,,,,,,,,
13425,13425,269.000,"Vila de Cucujães, Aveiro",1725,3,3,205,2,,,,,,,,,,
13426,13426,223.000,"Valença, Cristelo Covo e Arão, Viana do Castelo",,3,3,122,1,,,,,,,,,,
13427,13427,223.000,"Valença, Cristelo Covo e Arão, Viana do Castelo",,3,2,,1,,,,,,,,,,
13428,13428,223.000,"Valença, Cristelo Covo e Arão, Viana do Castelo",,3,3,170,1,,,,,,,,,,
13429,13429,47.500,"Painho e Figueiros, Lisboa",87,2,,55,,,,,,,,,,,
13430,13430,162.500,"Rio Tinto, Porto",145,4,1,98,4,,,,,,,,,,
13431,13431,275.000,"Leiria, Pousos, Barreira e Cortes, Leiria",381,,1,182,2,,,,,,,,,,
13432,13432,300.000,"Sé, Santa Maria e Meixedo, Bragança",450,5,4,210,3,,3,,,,,,,,
13433,13433,165.000,"Paivas, Seixal",,3,1,89,,,3,,,,,,,,
13434,13434,Sob Consulta,"Tabuadelo e São Faustino, Braga",10617,5,4,328,2,,,,,,,,,,
13435,13435,140.000,"Campanhã, Porto",,4,2,88,,,0,,,,,,,,
13436,13436,299.900,"Falagueira, Amadora",,3,2,117,1,,0,,,,,,,,
13437,13437,28.000,"Tremês, Santarém",60,2,1,120,,,,,,,,,,,
13438,13438,126.000,"Moledo e Cristelo, Viana do Castelo",,2,2,80,,,0,,,,,,,,
13439,13439,90.000,"Penafiel, Porto",1625,2,1,150,0,,,,,,,150,,,
13440,13440,245.000,"SPC 2, Gondomar",,3,2,,1,,3,,,,,,,,
13441,13441,235.000,"SPC 2, Gondomar",,3,2,,1,,3,,,,,,,,
13442,13442,255.000,"SPC 2, Gondomar",,3,2,,1,,1,,,,,,,,
13443,13443,230.000,"SPC 2, Gondomar",,3,2,,1,,1,,,,,,,,
13444,13444,Sob Consulta,"Palmeira de Faro, Esposende",223,3,1,76,,,,,,,,,,,
13445,13445,690.000,"Marisol, Almada",824,5,4,320,1,,,,,,,,,,
13446,13446,650.000,"Caselas, Lisboa",242,4,1,142,2,,,,,,,,,,
13447,13447,,"São Mamede de Infesta e Senhora da Hora, Matosinhos",14,3,3,128-166,2-4,,5-7,,0,7,,,,,
13448,13448,130.000,"Pinheiro de Coja, Tábua",468,3,2,100,1,,,,,,,,,,
13449,13449,140.000,"Alhos Vedros, Setúbal",250,1,1,66,,,,,,,,,,,
13450,13450,125.000,"Rio Maior, Rio Maior",600,2,1,150,0,,,,,,,,,,
13451,13451,37.500,"Caires, Braga",538,2,,93,,,,,,,,,,,
13452,13452,195.000,"Nossa Senhora das Misericórdias, Santarém",1060,3,2,140,,,,,,,,,,,
13453,13453,256.000,"Lamego (Almacave e Sé), Viseu",308,4,2,164,3,,,,,,,,,,
13454,13454,Sob Consulta,"Antime e Silvares (São Clemente), Braga",850,4,5,400,3,,,,,,,,,,
13455,13455,325.000,"Santa Catarina da Serra e Chainça, Leiria",600,5,4,233,2,,,,,,,,,,
13456,13456,68.500,"Ribeiras, Ilha do Pico",489,3,1,90,,,,,,,,,,,
13457,13457,110.000,"Baixa da Banheira, Moita",,2,1,74,,,,,,,,,,,
13458,13458,95.000,"Torre do Pinhão, Vila Real",100,3,1,170,2,,,,,,,,,,
13459,13459,Sob Consulta,"Pico da Pedra, Ilha de São Miguel",980,,,60,,,,,,,,,,,
13460,13460,180.000,"Areosa, Viana do Castelo",96,3,2,171,2,,,,,,,,,,
13461,13461,55.000,"Pereiro, Alcoutim",54,,,100,,,,,,,,,,,
13462,13462,Sob Consulta,"Parada de Cunhos, Vila Real",5064,4,4,510,4,,,,,,,,,,
13463,13463,250.000,"Riachos, Santarém",5196,5,3,236,2,,,,,,,,,,
13464,13464,67.500,"Alhos Vedros, Setúbal",,2,1,65,,,3,,,,,,,,
13465,13465,460.000,"Charneca da Caparica, Almada",1200,4,3,200,1,,0,,,,,,,,
13466,13466,70.000,"Peneda-Gerês, Ponte da Barca",200,,,100,,,,,,,,,,,
13467,13467,350.000,"Avenida República, Vila Nova de Gaia",,3,1,82,,,,,,,,,,,
13468,13468,35.000,"Peneda-Gerês, Ponte da Barca",40,,,40,,,,,,,,,,,
13469,13469,130.000,"Peneda-Gerês, Ponte da Barca",400,,,131,,,,,,,,,,,
13470,13470,220.000,"Fundão, Fundão",,3,3,164,2,,,,,,,,,,
13471,13471,215.000,"Fundão, Fundão",,3,3,163,2,,,,,,,,,,
13472,13472,590.000,"Campolide, Lisboa",,2,2,90,1,,1,,,,,,,,
13473,13473,75.000,"Seia, Seia",,3,1,83,,,1,,,,,,,,
13474,13474,720.000,"Espartal, Aljezur",478,3,2,230,,,,,,,,,,,
13475,13475,210.000,"Oiã, Aveiro",,3,3,157,1,,,,,,,,,,
13476,13476,215.000,"Fundão, Fundão",,3,3,163,2,,,,,,,,,,
13477,13477,215.000,"Fundão, Fundão",,3,3,163,2,,,,,,,,,,
13478,13478,240.000,"Portimão Centro, Portimão",,2,2,83,2,,1,,,,,,,,
13479,13479,Sob Consulta,"Oiã, Aveiro",,3,3,157,1,,,,,,,,,,
13480,13480,240.000,"Fundão, Fundão",47,3,3,163,2,,,,,,,,,,
13481,13481,240.000,"Fundão, Fundão",53,3,3,163,2,,,,,,,,,,
13482,13482,245.000,"Fundão, Fundão",61,3,3,167,2,,,,,,,,,,
13483,13483,220.000,"Fundão, Fundão",62,3,3,167,2,,,,,,,,,,
13484,13484,220.000,"Fundão, Fundão",66,3,3,167,2,,,,,,,,,,
13485,13485,220.000,"Fundão, Fundão",64,3,3,163,2,,,,,,,,,,
13486,13486,220.000,"Fundão, Fundão",52,3,3,163,2,,,,,,,,,,
13487,13487,280.000,"Fundão, Fundão",221,4,4,201,2,,,,,,,,,,
13488,13488,,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia",22-187,2-4,3-5,144-288,2-4,,1,,0,0,252-573,,260,,
13489,13489,560.000,"Campo e Sobrado, Porto",1900,4,5,220,3,,,,,,,,,,
13490,13490,39.000,"Sobral do Campo, Castelo Branco",129,5,1,113,2,,,,,,,,,,
13491,13491,60.000,"Seia, São Romão e Lapa dos Dinheiros, Guarda",,3,1,75,,,-1,,,,,,,,
13492,13492,54.100,"Trofa, Segadães e Lamas do Vouga, Aveiro",448,8,,156,,,,,,,,,,,
13493,13493,139.900,"Falagueira, Amadora",,2,1,65,,,1,,,,,,,,
13494,13494,300.000,"Buarcos e São Julião, Coimbra",618,4,4,184,3,,3,,,,,,,,
13495,13495,290.000,"Lamego (Almacave e Sé), Viseu",393,4,3,171,2,,,,,,,,,,
13496,13496,495.000,"Jovim, Gondomar",345,4,3,300,2,,,,,,,,,,
13497,13497,79.000,"Seia, Seia",,3,1,87,,,1,,,,,,,,
13498,13498,210.000,"Monserrate, Viana do Castelo",,2,1,79,,,1,,,,,,,,
13499,13499,Sob Consulta,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Lisboa",754,13,6,,,,,,,,,,,,
13500,13500,85.000,"A-da-Gorda, Óbidos",146,2,1,43,,,,,,,,,,,
13501,13501,149.000,"Marvila, Lisboa",,1,1,42,,,3,,,,,,,,
13502,13502,Sob Consulta,"Arreciadas, Abrantes",,2,1,180,2,,,,,,,,,,
13503,13503,17.500,"Lagos da Beira e Lajeosa, Coimbra",112,,,111,,,,,,,,,,,
13504,13504,160.000,"Brandara, Ponte de Lima",10922,2,2,144,1,,,,,,,,,,
13505,13505,79.000,"Couto de Baixo, Viseu",1593,6,2,112,,,,,,,,,,,
13506,13506,30.000,"Nogueira do Cravo, Coimbra",148,3,1,130,,,,,,,,,,,
13507,13507,230.000,"Cardielos, Viana do Castelo",4418,3,1,87,,,,,,,,,,,
13508,13508,260.000,"Casino, Figueira da Foz",,3,4,118,,,,,,,,,,,
13509,13509,56.000,"Água de Alto, Ilha de São Miguel",148,2,1,101,,,,,,,,,,,
13510,13510,Sob Consulta,"Casino, Figueira da Foz",133,3,3,150,1,,,,,,,,,,
13511,13511,210.000,"Braga (Maximinos, Sé e Cividade), Braga",418,4,1,218,3,,,,,,,,,,
13512,13512,37.500,"Proença-a-Nova e Peral, Castelo Branco",690,4,1,45,,,,,,,,,,,
13513,13513,155.000,"Arrentela, Seixal",,3,2,95,,,3,,,,,,,,
13514,13514,183.000,"Fafe, Braga",385,6,2,170,,,,,,,,,,,
13515,13515,,"Lordelo do Ouro e Massarelos, Porto",,3,2-3,98-162,2,,1,,0,1-10,,,,,
13516,13516,300.000,"Leiria, Pousos, Barreira e Cortes, Leiria",,3,2,124,1,,1,,,,,,,,
13517,13517,155.000,"Santa Leocádia, Vila Real",2000,3,2,180,1,,,,,,,,,,
13518,13518,Sob Consulta,"Ponta Delgada (São José), Ilha de São Miguel",57,,,54,,,,,,,,,,,
13519,13519,78.000,"Montemor-o-Velho, Montemor-o-Velho",170,4,1,121,2,,,,,,,,,,
13520,13520,Sob Consulta,"Herdade da Aroeira, Almada",1000,3,4,360,2,,,,,,,,,,
13521,13521,Sob Consulta,"Relva, Ilha de São Miguel",214,2,1,110,2,,,,,,,,,,
13522,13522,185.000,"Peso da Régua e Godim, Vila Real",,5,3,243,1,,3,,,,,,,,
13523,13523,175.000,"Cuba, Beja",485,3,1,140,1,,,,,,,,,,
13524,13524,220.000,"São Brás de Alportel, Faro",,2,2,96,,,1,,,,,,,,
13525,13525,,"Santo António, Funchal",,3,2,104,2,,1,,0,3,,,,,
13526,13526,270.000,"Cesar, Aveiro",1197,3,2,232,4,,,,,,,,,,
13527,13527,259.000,"Creixomil, Braga",,3,2,139,2,,5,,,,,,,,
13528,13528,73.000,"Tramagal, Abrantes",137,5,3,408,,,,,,,,,,,
13529,13529,98.000,"Arcos de Valdevez (São Paio) e Giela, Viana do Castelo",928,2,1,128,1,,,,,,,,,,
13530,13530,185.000,"Azurém, Braga",,3,3,123,1,,2,,,,,,,,
13531,13531,202.500,"Vale de Milhaços, Seixal",,2,1,74,,,0,,,,,,,,
13532,13532,42.000,"Vila Garcia, Aboim e Chapa, Porto",1832,,,91,,,,,,,,,,,
13533,13533,78.000,"Varziela, Cantanhede",280,2,1,121,1,,,,,,,,,,
13534,13534,230.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,2,86,,,3,,,,,,,,
13535,13535,95.000,"Senhora da Hora, Matosinhos",,2,1,66,,,1,,,,,,,,
13536,13536,145.000,"São Teotónio, Odemira",,3,1,60,,,,,,,,,,,
13537,13537,76.500,"São Pedro de Agostém, Vila Real",56,2,1,50,1,,,,,,,,,,
13538,13538,399.000,"Monte Córdova, Santo Tirso",8759,3,4,358,4,,,,,,,,,,
13539,13539,330.000,"São Brás de Alportel, Faro",284,6,5,211,3,,,,,,,,,,
13540,13540,203.000,"Fonte de Angeão e Covão do Lobo, Aveiro",,3,2,138,1,,1,,,,,,,,
13541,13541,200.000,"São Brás de Alportel, Faro",157,2,2,123,1,,,,,,,,,,
13542,13542,640.000,"São Cosme Zona 6, Gondomar",380,3,5,243,3,,,,,,,,,,
13543,13543,Sob Consulta,"Fornelos, Braga",1350,4,5,480,3,,,,,,,,,,
13544,13544,195.000,"Estrela, Lisboa",,1,1,31,,,1,,,,,,,,
13545,13545,69.000,"Vaqueiros, Alcoutim",429,2,,140,,,,,,,,,,,
13546,13546,135.000,"Alcoutim, Alcoutim",7521,1,,60,,,,,,,,,,,
13547,13547,139.000,"Monte Gordo, Vila Real de Santo António",,1,1,34,,,3,,,,,,,,
13548,13548,410.000,"São Martinho do Bispo e Ribeira de Frades, Coimbra",350,4,,175,,,,,,,,,,,
13549,13549,17.500,"Arrifana, Guarda",18,,,,,,,,,,,,,,
13550,13550,15.000,"Arrifana, Guarda",50,,,,,,,,,,,,,,
13551,13551,22.500,"João Bragal, Guarda",73,,,,,,,,,,,,,,
13552,13552,235.000,"Mercado, Lisboa",,2,1,65,,,5,,,,,,,,
13553,13553,109.000,"Gondemaria e Olival, Santarém",2070,7,2,145,2,,,,,,,,,,
13554,13554,30.000,"Travanca, Oliveira de Azeméis",480,,,100,,,,,,,,,,,
13555,13555,130.000,"Moita, Setúbal",,2,1,104,,,3,,,,,,,,
13556,13556,Sob Consulta,"Fafe, Braga",921,3,1,190,2,,,,,,,,,,
13557,13557,111.500,"Agilde, Braga",2200,4,1,206,,,,,,,,,,,
13558,13558,,"Arroios, Lisboa",,3,2,116,0,,4,,0,0,,,,,
13559,13559,,"Paranhos, Porto",3-22,2,2,76-85,1,,1-2,,14,3,,,,,
13560,13560,439.000,"Penedo, Sintra",104,2,3,112,1,,,,,,,,,,
13561,13561,72.500,"Covilhã, Covilhã",,4,1,112,1,,1,,,,,,,,
13562,13562,400.000,"Freixianda, Ribeira do Fárrio e Formigais, Santarém",1180,5,2,500,7,,,,,,,,,,
13563,13563,140.000,"Queluz, Sintra",,3,1,72,,,2,,,,,,,,
13564,13564,,"Sesimbra (Santiago), Sesimbra",,0-1,1-2,39-289,2,,908,,1,1-2,,,,,
13565,13565,,"Matosinhos e Leça da Palmeira, Matosinhos",10,0-2,1-3,57-89,1,,2,,15,0,,,,,
13566,13566,520.000,"Aroeira, Almada",314,4,3,160,3,,,,,,,,,,
13567,13567,460.000,"Gemeses, Braga",438,4,3,,1,,,,,,,,,,
13568,13568,150.000,"Santo Tirso, Santo Tirso",,4,2,117,1,,1,,,,,,,,
13569,13569,300.000,"Oliveira do Douro, Vila Nova de Gaia",1300,,,122,,,,,,,,,,,
13570,13570,Sob Consulta,"Vale de Rãs, Abrantes",360,3,1,68,,,,,,,,,,,
13571,13571,19.100,"Vilar de Nantes, Vila Real",112,2,1,55,,,,,,,,,,,
13572,13572,299.000,"Zona 11 - Alhos Vedros Centro, Moita",1470,,,163,,,,,,,,,,,
13573,13573,450.000,"Vale de Anta, Vila Real",2790,3,2,187,5,,,,,,,,,,
13574,13574,745.000,"Monte, Ilha da Madeira",800,5,5,540,10,,,,,,,,,,
13575,13575,Sob Consulta,"Penamacor, Penamacor",11,3,2,80,,,,,,,,,,,
13576,13576,417.500,"SPC 2, Gondomar",215,3,3,107,2,,,,,,,,,,
13577,13577,Sob Consulta,"Ponta Delgada (São Sebastião), Ilha de São Miguel",125,3,3,300,1,,,,,,,,,,
13578,13578,535.000,"Tamel (São Veríssimo), Braga",2999,4,3,195,2,,,,,,,,,,
13579,13579,65.000,"Asseiceira, Rio Maior",103,,,73,,,,,,,,,,,
13580,13580,285.000,"Boavista, Porto",,2,1,80,,,2,,,,,,,,
13581,13581,360.000,"Olhão Baixa, Olhão",,2,2,50,,,0,,,,,,,,
13582,13582,340.000,"Gavião, Braga",185,3,3,180,2,,,,,,,,,,
13583,13583,100.000,"Baixa da Banheira e Vale da Amoreira, Setúbal",,1,1,55,,,1,,,,,,,,
13584,13584,340.000,"Gavião, Braga",185,3,3,180,2,,,,,,,,,,
13585,13585,Sob Consulta,"Gavião, Braga",300,3,3,180,2,,,,,,,,,,
13586,13586,750.000,"Matosinhos Sul, Matosinhos",,3,4,177,2,,4,,,,,,,,
13587,13587,45.000,"Montemor-o-Velho, Montemor-o-Velho",558,2,,42,,,,,,,,,,,
13588,13588,22.500,"Alcaria, Castelo Branco",,,,54,,,,,,,,,,,
13589,13589,140.000,"Chave, Aveiro",1059,3,2,70,3,,,,,,,,,,
13590,13590,115.000,"Monserrate, Viana do Castelo",,2,1,76,1,,1,,,,,,,,
13591,13591,45.000,"Torrozelo e Folhadosa, Guarda",317,2,1,65,,,,,,,,,,,
13592,13592,89.000,"Caxarias, Santarém",2100,6,3,60,2,,,,,,,,,,
13593,13593,129.000,"Gondemaria e Olival, Santarém",1306,2,1,82,4,,,,,,,,,,
13594,13594,120.000,"São Pedro de Castelões, Aveiro",920,4,1,137,,,,,,,,,,,
13595,13595,375.000,"Esteval, Loulé",18253,4,5,220,2,,,,,,,,,,
13596,13596,450.000,"Madalena, Vila Nova de Gaia",230,4,4,200,2,,,,,,,,,,
13597,13597,Sob Consulta,"Guarda, Guarda",,4,2,,1,,5,,,,,,,,
13598,13598,162.000,"Ponte, Braga",,3,2,110,1,,3,,,,,,,,
13599,13599,28.000,"Penhalonga e Paços de Gaiolo, Porto",400,,,78,,,,,,,,,,,
13600,13600,170.000,"São Brás de Alportel, Faro",146,2,,127,,,,,,,,,,,
13601,13601,110.000,"Fermentões, Braga",,2,2,74,1,,1,,,,,,,,
13602,13602,750.000,"Quintinhas, Almada",336,4,4,200,1,,0,,,,,,,,
13603,13603,225.000,"Albufeira e Olhos de Água, Faro",,2,1,75,,,1,,,,,,,,
13604,13604,350.000,"São Vicente Ferreira, Ilha de São Miguel",610,2,2,193,3,,,,,,,,,,
13605,13605,68.000,"Nossa Senhora das Misericórdias, Santarém",1696,3,1,103,2,,,,,,,,,,
13606,13606,210.000,"Souto Santa Maria, Souto São Salvador e Gondomar, Braga",1400,4,4,197,2,,,,,,,,,,
13607,13607,175.000,"Tabua, Ilha da Madeira",2063,4,1,144,,,,,,,,,,,
13608,13608,Sob Consulta,"Castelões, Braga",2483,3,3,148,2,,,,,,,,,,
13609,13609,435.000,"Marco Cabaço, Almada",315,4,3,160,1,,0,,,,,,,,
13610,13610,135.000,"Anta e Guetim, Aveiro",313,2,1,86,,,,,,,,,,,
13611,13611,130.000,"Tendais, Viseu",843,2,1,30,,,,,,,,,,,
13612,13612,Sob Consulta,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro",294,3,4,143,3,,,,,,,,,,
13613,13613,Sob Consulta,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro",391,3,4,198,2,,,,,,,,,,
13614,13614,279.000,"São Cosme Zona 1, Gondomar",450,3,2,166,4,,,,,,,,,,
13615,13615,215.000,"Monte Gordo, Vila Real de Santo António",,1,1,30,,,,,,,,,,,
13616,13616,Sob Consulta,"Odivelas, Odivelas",,3,1,68,,,6,,,,,,,,
13617,13617,540.000,"Nossa Senhora das Misericórdias, Santarém",6172,6,4,742,12,,,,,,,,,,
13618,13618,245.000,"Ponta Delgada, Ilha da Madeira",413,3,3,146,3,,,,,,,,,,
13619,13619,,"Creixomil, Guimarães",,2,2-3,94-115,1,,3-5,,0,0,,,,,
13620,13620,340.000,"Centro, Lagos",42,3,2,84,,,,,,,,,,,
13621,13621,Sob Consulta,"Zona Ribeirinha, Moita",,2,1,62,,,0,,,,,,,,
13622,13622,Sob Consulta,"Estrada Monumental, Funchal",,2,3,120,1,,1,,,,,,,,
13623,13623,215.000,"Montijo e Afonsoeiro, Setúbal",316,,,,,,,,,,,,,,
13624,13624,148.500,"Alboi, Aveiro",,,1,27,0,,1,,,,,,,,
13625,13625,85.000,"Vacariça, Aveiro",1460,4,1,128,4,,,,,,,,,,
13626,13626,120.000,"Cantanhede, Cantanhede",,4,2,75,,,1,,,,,,,,
13627,13627,31.500,"Maxial, Abrantes",1000,3,,45,,,,,,,,,,,
13628,13628,40.000,"Pelmá, Leiria",2507,,,95,,,,,,,,,,,
13629,13629,80.000,"Ferreira do Zêzere, Santarém",1672,3,1,65,,,,,,,,,,,
13630,13630,100.000,"Cantanhede, Cantanhede",117,,,80,,,,,,,,,,,
13631,13631,48.500,"Parada de Gonta, Viseu",120,3,2,96,,,,,,,,,,,
13632,13632,576.000,"Arca d´ Água, Porto",,4,4,166,3,,7,,,,,,,,
13633,13633,160.000,"Parada de Cunhos, Vila Real",60,3,2,238,3,,,,,,,,,,
13634,13634,80.000,"Válega, Ovar",2040,2,1,134,1,,,,,,,,,,
13635,13635,300.000,"Campanhã, Porto",296,,,240,,,,,,,,,,,
13636,13636,125.000,"Vila Nova de Tazem, Guarda",1080,6,4,188,2,,,,,,,,,,
13637,13637,63.000,"Águas Belas, Santarém",1401,1,2,81,2,,,,,,,,,,
13638,13638,170.000,"Campanhã, Porto",516,3,3,143,,,,,,,,,,,
13639,13639,900.000,"Peso da Régua e Godim, Vila Real",383,4,5,200,14,,,,,,,,,,
13640,13640,Sob Consulta,"Olivais Sul, Lisboa",,2,1,65,,,0,,,,,,,,
13641,13641,1.450.000,"Galamares, Sintra",3040,5,4,201,6,,,,,,,,,,
13642,13642,250.000,"Beiriz, Póvoa de Varzim",600,5,2,200,3,,,,,,,,,,
13643,13643,215.000,"Arcos de Valdevez (Salvador), Vila Fonche e Parada, Viana do Castelo",,3,2,130,1,,3,,,,,,,,
13644,13644,Sob Consulta,"Amial, Porto",12,3,1,88,,,,,,,,,,,
13645,13645,27.500,"Penalva de Alva e São Sebastião da Feira, Coimbra",32,2,1,18,,,,,,,,,,,
13646,13646,399.000,"São Roque da Lameira, Porto",200,3,3,175,1,,,,,,,,,,
13647,13647,320.000,"Algoz, Silves",435,3,,91,,,,,,,,,,,
13648,13648,19.500,"Alguber, Lisboa",36,1,1,,,,,,,,,,,,
13649,13649,,"Arroios, Lisboa",97,2,2,97,0,,3,,0,0,,,,,
13650,13650,400.000,"Forca, Aveiro",,3,,113,2,,5,,,,,,,,
13651,13651,500.000,"Forca, Aveiro",,3,,141,3,,4,,,,,,,,
13652,13652,370.000,"Forca, Aveiro",,3,,113,2,,4,,,,,,,,
13653,13653,560.000,"Loivo, Viana do Castelo",650,3,4,211,4,,,,,,,,,,
13654,13654,130.000,"Argela, Viana do Castelo",4221,4,2,111,1,,,,,,,,,,
13655,13655,310.000,"Boa Água I, Sesimbra",300,4,2,247,1,,,,,,,,,,
13656,13656,145.000,"Campeã, Vila Real",306,3,2,242,2,,,,,,,,,,
13657,13657,87.500,"Escalos de Baixo, Castelo Branco",108,3,2,111,1,,,,,,,,,,
13658,13658,171.000,"Vilar de Mouros, Viana do Castelo",527,3,2,159,1,,,,,,,,,,
13659,13659,,"Buarcos e São Julião, Coimbra",,2,2-3,91-101,1-2,,1-4,,38,6,,,,,
13660,13660,Sob Consulta,"Pires Marques, Castelo Branco",1513,8,4,441,4,,0,,,,,,,,
13661,13661,36.000,"Velhas, Alcoutim",,1,0,44,,,,,,,,,,,
13662,13662,38.000,"Santa Margarida, Constância",820,2,1,70,,,,,,,,,,,
13663,13663,37.000,"Alburitel, Santarém",316,2,1,132,2,,,,,,,,,,
13664,13664,,"Campolide, Lisboa",,2,2,72-86,1,,1-2,,150,7,,,,,
13665,13665,830.000,"Quinta da Queimada, Seixal",540,4,4,274,1,,,,,,,,,,
13666,13666,32.500,"Pelmá, Leiria",770,2,1,74,1,,,,,,,,,,
13667,13667,325.000,"Amieira, Matosinhos",,3,2,170,4,,3,,,,,,,,
13668,13668,209.000,"Atouguia, Santarém",1181,3,3,450,6,,,,,,,,,,
13669,13669,220.000,"Santa Luzia / Monte dos Burgos, Porto",322,,,124,0,,,,,,,,,,
13670,13670,95.000,"Matagosa, Abrantes",,3,1,240,1,,,,,,,,,,
